格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区,可能的下车站点
008_U_33,建翔小区,"['001_U_25', '001_U_26', '001_D_14', '001_D_15', '004_U_19', '004_U_20', '004_U_21', '004_D_13', '004_D_14', '004_D_15', '005_U_54', '005_U_55', '005_D_18', '005_D_19', '008_U_34', '008_D_10', '008_D_11', '012_U_09', '012_U_10', '012_U_11', '012_D_23', '012_D_24', '012_D_25', '013_U_27', '013_U_28', '013_U_29', '013_D_09', '013_D_10', '013_D_11', '014_U_32', '014_U_33', '014_D_13', '014_D_14', '015_U_46', '015_U_47', '015_D_09', '015_D_10', '019_U_40', '019_U_41', '019_D_09', '019_D_10', '021_U_34', '021_U_35', '021_D_09', '021_D_10', '037_U_31', '037_U_32', '037_D_15', '037_D_16', '038_U_33', '038_U_34', '038_D_14', '038_D_15', '105_U_30', '105_U_31', '105_D_14', '105_D_15']",8,上行,33,118.019205,37.416688,True,"['008_U_34', '008_U_35', '008_U_36', '008_U_37', '008_U_38', '008_U_39', '008_U_40', '008_U_41', '008_U_42', '008_U_43']"
008_U_34,兴滨小区,"['001_U_25', '001_U_26', '001_D_14', '001_D_15', '004_U_20', '004_U_21', '004_D_13', '004_D_14', '005_U_54', '005_U_55', '005_D_18', '005_D_19', '008_U_33', '008_D_10', '008_D_11', '012_U_10', '012_U_11', '012_D_23', '012_D_24', '013_U_28', '013_U_29', '013_D_09', '013_D_10', '014_U_32', '014_U_33', '014_D_13', '014_D_14', '015_U_46', '015_U_47', '015_D_09', '015_D_10', '019_U_40', '019_U_41', '019_D_09', '019_D_10', '021_U_34', '021_U_35', '021_D_09', '021_D_10', '037_U_31', '037_U_32', '037_D_15', '037_D_16', '038_U_33', '038_U_34', '038_D_14', '038_D_15', '105_U_30', '105_U_31', '105_D_14', '105_D_15', '113_U_29', '113_D_10']",8,上行,34,118.020317,37.413552,True,"['008_U_35', '008_U_36', '008_U_37', '008_U_38', '008_U_39', '008_U_40', '008_U_41', '008_U_42', '008_U_43']"
008_U_35,桃李幸福家园,"['001_U_27', '001_D_12', '001_D_13', '004_U_22', '004_D_11', '004_D_12', '005_U_56', '005_U_57', '005_D_16', '005_D_17', '008_D_08', '008_D_09', '012_U_12', '013_U_30', '013_D_07', '013_D_08', '014_U_34', '014_D_11', '014_D_12', '015_U_48', '015_D_07', '015_D_08', '018_D_09', '019_U_42', '019_D_07', '019_D_08', '021_U_36', '021_D_07', '021_D_08', '037_U_33', '037_D_13', '037_D_14', '038_U_35', '038_D_12', '038_D_13', '107_U_30', '107_D_11', '107_D_12', '107_D_13']",8,上行,35,118.023007,37.405606,True,"['008_U_36', '008_U_37', '008_U_38', '008_U_39', '008_U_40', '008_U_41', '008_U_42', '008_U_43']"
008_U_36,华海白癜风医院,"['001_U_28', '001_D_12', '004_U_23', '004_D_11', '008_D_08', '013_U_31', '013_D_07', '014_U_35', '014_D_11', '015_U_49', '015_D_07', '019_U_43', '019_D_07', '021_U_37', '021_D_07', '037_U_34', '037_D_13', '038_U_36', '038_D_12', '107_U_31', '107_D_11']",8,上行,36,118.024366,37.401637,True,"['008_U_37', '008_U_38', '008_U_39', '008_U_40', '008_U_41', '008_U_42', '008_U_43']"
008_U_37,沪滨医院,"['001_U_29', '001_D_11', '004_U_24', '004_U_25', '004_D_09', '004_D_10', '008_D_07', '013_U_32', '013_D_06', '014_U_36', '014_D_10', '015_U_50', '015_D_06', '019_U_44', '019_D_06', '021_U_38', '021_D_06', '023_U_26', '023_D_10', '023_D_11', '037_U_35', '037_D_12', '038_U_37', '038_D_11', '107_U_32', '107_U_33', '107_D_10']",8,上行,37,118.026144,37.396368,True,"['008_U_38', '008_U_39', '008_U_40', '008_U_41', '008_U_42', '008_U_43']"
008_U_38,一建公司,"['001_U_30', '001_U_31', '001_D_10', '004_U_25', '004_D_09', '008_U_39', '008_D_06', '013_U_33', '013_U_34', '013_D_05', '014_U_37', '014_U_38', '014_D_09', '015_U_51', '015_U_52', '015_D_05', '019_U_45', '019_U_46', '019_D_05', '021_U_39', '021_U_40', '021_D_05', '023_U_25', '023_U_26', '023_U_27', '023_D_09', '023_D_10', '023_D_11', '037_U_36', '037_U_37', '037_D_11', '038_U_38', '038_U_39', '038_D_10', '107_U_33', '107_D_09']",8,上行,38,118.02748,37.392582,True,"['008_U_39', '008_U_40', '008_U_41', '008_U_42', '008_U_43']"
008_U_39,海得汽配城,"['001_U_30', '001_U_31', '001_D_08', '001_D_09', '001_D_10', '008_U_38', '008_D_05', '008_D_06', '013_U_33', '013_U_34', '013_D_04', '013_D_05', '014_U_37', '014_U_38', '014_U_39', '014_D_07', '014_D_08', '014_D_09', '015_U_51', '015_U_52', '015_D_04', '015_D_05', '019_U_45', '019_U_46', '019_D_04', '019_D_05', '020_D_08', '021_U_39', '021_U_40', '021_D_04', '021_D_05', '023_U_28', '023_D_08', '037_U_36', '037_U_37', '037_D_10', '037_D_11', '038_U_38', '038_U_39', '038_D_09', '038_D_10', '111_U_19', '111_U_20', '111_D_17']",8,上行,39,118.028053,37.389326,True,"['008_U_40', '008_U_41', '008_U_42', '008_U_43']"
008_U_40,第一加油站,"['001_U_32', '001_U_33', '001_D_08', '001_D_09', '006_U_41', '006_U_42', '006_D_03', '006_D_04', '008_U_41', '008_D_03', '008_D_04', '008_D_05', '013_U_35', '013_U_36', '013_D_02', '013_D_03', '013_D_04', '014_U_39', '014_D_07', '014_D_08', '015_U_53', '015_U_54', '015_D_02', '015_D_03', '015_D_04', '016_D_03', '016_D_04', '016_D_05', '019_U_47', '019_U_48', '019_D_02', '019_D_03', '019_D_04', '020_U_28', '020_U_29', '020_U_30', '020_D_08', '020_D_09', '021_U_41', '021_U_42', '021_D_02', '021_D_03', '021_D_04', '028_U_35', '028_U_36', '028_D_03', '028_D_04', '030_D_02', '030_D_03', '036_U_27', '036_U_28', '036_D_06', '036_D_07', '037_U_38', '037_U_39', '037_D_08', '037_D_09', '037_D_10', '038_U_40', '038_U_41', '038_D_07', '038_D_08', '038_D_09', '102_U_34', '102_U_35', '102_D_08', '102_D_09', '108_U_37', '108_D_01', '108_D_02', '111_U_19', '111_U_20', '111_D_16', '111_D_17']",8,上行,40,118.028509,37.384184,True,"['008_U_41', '008_U_42', '008_U_43']"
008_U_41,东狮家具城,"['001_U_32', '001_U_33', '004_U_32', '004_D_02', '006_U_41', '006_U_42', '006_D_03', '006_D_04', '008_U_40', '008_D_03', '008_D_04', '011_U_28', '011_D_13', '013_U_35', '013_U_36', '013_D_02', '013_D_03', '014_U_44', '014_D_02', '015_U_53', '015_U_54', '015_D_02', '015_D_03', '016_D_03', '016_D_04', '019_U_47', '019_U_48', '019_D_02', '019_D_03', '020_U_29', '020_U_30', '021_U_41', '021_U_42', '021_D_02', '021_D_03', '024_U_31', '024_D_03', '025_U_46', '025_D_01', '028_U_35', '028_U_36', '028_D_03', '028_D_04', '030_U_45', '030_U_46', '030_D_01', '030_D_02', '030_D_03', '033_U_22', '033_D_03', '036_U_27', '036_U_28', '036_D_06', '036_D_07', '037_U_38', '037_U_39', '037_D_08', '037_D_09', '038_U_40', '038_U_41', '038_D_07', '038_D_08', '101_U_30', '102_U_33', '102_U_34', '102_U_35', '102_D_08', '102_D_09', '102_D_10', '108_U_36', '108_U_37', '108_D_01', '108_D_02', '108_D_03']",8,上行,41,118.028754,37.381322,True,"['008_U_42', '008_U_43']"
008_U_42,城建集团,"['001_U_34', '001_D_01', '001_D_02', '004_U_32', '004_U_33', '004_D_01', '004_D_02', '006_U_43', '006_U_44', '006_D_01', '006_D_02', '006_D_03', '008_U_43', '008_D_01', '008_D_02', '008_D_03', '011_U_28', '011_U_29', '011_U_30', '011_D_11', '011_D_12', '011_D_13', '013_U_37', '013_D_01', '013_D_02', '014_U_44', '014_U_45', '014_D_01', '014_D_02', '015_U_55', '015_D_01', '015_D_02', '016_U_28', '016_D_01', '016_D_02', '016_D_03', '019_U_49', '019_D_01', '019_D_02', '020_U_31', '020_D_01', '020_D_02', '021_U_43', '021_D_01', '021_D_02', '024_U_31', '024_U_32', '024_U_33', '024_D_01', '024_D_02', '024_D_03', '025_U_46', '025_D_01', '028_U_37', '028_U_38', '028_D_01', '028_D_02', '028_D_03', '030_U_46', '030_D_01', '030_D_02', '033_U_22', '033_U_23', '033_U_24', '033_D_01', '033_D_02', '033_D_03', '037_U_40', '037_U_41', '037_D_06', '037_D_07', '037_D_08', '038_U_42', '038_U_43', '038_D_05', '038_D_06', '038_D_07', '101_U_30', '101_U_31', '101_D_01', '101_D_02', '103_D_03', '106_U_34', '106_U_35', '106_D_04', '106_D_05', '108_D_03']",8,上行,42,118.029111,37.376535,True,['008_U_43']
008_U_43,五四广场,"['001_U_34', '001_D_01', '001_D_02', '004_U_33', '004_D_01', '006_U_43', '006_U_44', '006_D_01', '006_D_02', '008_U_42', '008_D_01', '008_D_02', '009_U_47', '009_D_01', '010_U_52', '010_U_53', '010_D_02', '010_D_03', '011_U_29', '011_U_30', '011_D_11', '011_D_12', '013_U_37', '013_D_01', '014_U_45', '014_D_01', '015_U_55', '015_D_01', '016_U_27', '016_U_28', '016_D_01', '016_D_02', '019_U_49', '019_D_01', '020_U_31', '020_D_01', '020_D_02', '021_U_43', '021_D_01', '022_U_33', '022_U_34', '022_D_08', '022_D_09', '024_U_32', '024_U_33', '024_D_01', '024_D_02', '026_U_34', '026_U_35', '026_D_21', '026_D_22', '027_U_37', '027_U_38', '027_D_02', '027_D_03', '028_U_37', '028_U_38', '028_D_01', '028_D_02', '033_U_23', '033_U_24', '033_D_01', '033_D_02', '037_U_40', '037_U_41', '037_U_42', '037_D_05', '037_D_06', '037_D_07', '038_U_42', '038_U_43', '038_U_44', '038_D_04', '038_D_05', '038_D_06', '101_U_31', '101_D_01', '101_D_02', '103_U_30', '103_D_03', '103_D_04', '106_U_34', '106_U_35', '106_U_36', '106_D_03', '106_D_04', '106_D_05', '109_U_31', '109_D_02']",8,上行,43,118.02948,37.37271,True,[]
008_D_01,五四广场,"['001_U_34', '001_D_01', '001_D_02', '004_U_33', '004_D_01', '006_U_43', '006_U_44', '006_D_01', '006_D_02', '008_U_42', '008_U_43', '008_D_02', '009_U_47', '009_D_01', '010_U_52', '010_U_53', '010_D_02', '010_D_03', '011_U_29', '011_U_30', '011_D_11', '011_D_12', '013_U_37', '013_D_01', '014_U_45', '014_D_01', '015_U_55', '015_D_01', '016_U_27', '016_U_28', '016_D_01', '016_D_02', '019_U_49', '019_D_01', '020_U_31', '020_D_01', '020_D_02', '021_U_43', '021_D_01', '022_U_33', '022_U_34', '022_D_08', '022_D_09', '024_U_32', '024_U_33', '024_D_01', '024_D_02', '026_U_34', '026_U_35', '026_D_21', '026_D_22', '027_U_37', '027_U_38', '027_D_02', '027_D_03', '028_U_37', '028_U_38', '028_D_01', '028_D_02', '033_U_23', '033_U_24', '033_D_01', '033_D_02', '037_U_40', '037_U_41', '037_U_42', '037_D_05', '037_D_06', '037_D_07', '038_U_42', '038_U_43', '038_U_44', '038_D_04', '038_D_05', '038_D_06', '101_U_31', '101_D_01', '101_D_02', '103_U_30', '103_D_03', '103_D_04', '106_U_34', '106_U_35', '106_U_36', '106_D_03', '106_D_04', '106_D_05', '109_U_31', '109_D_02']",8,下行,1,118.029872,37.373132,True,"['008_D_02', '008_D_03', '008_D_04', '008_D_05', '008_D_06', '008_D_07', '008_D_08', '008_D_09', '008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_02,城建集团,"['001_U_34', '001_D_01', '001_D_02', '004_U_32', '004_U_33', '004_D_01', '004_D_02', '006_U_43', '006_U_44', '006_D_01', '006_D_02', '008_U_42', '008_U_43', '008_D_01', '011_U_28', '011_U_29', '011_U_30', '011_D_11', '011_D_12', '011_D_13', '013_U_37', '013_D_01', '014_U_44', '014_U_45', '014_D_01', '014_D_02', '015_U_55', '015_D_01', '016_U_28', '016_D_01', '016_D_02', '019_U_49', '019_D_01', '020_U_31', '020_D_01', '020_D_02', '021_U_43', '021_D_01', '024_U_31', '024_U_32', '024_U_33', '024_D_01', '024_D_02', '024_D_03', '025_U_46', '025_D_01', '028_U_37', '028_U_38', '028_D_01', '028_D_02', '030_U_46', '030_D_01', '033_U_22', '033_U_23', '033_U_24', '033_D_01', '033_D_02', '033_D_03', '037_U_40', '037_U_41', '037_D_06', '037_D_07', '038_U_42', '038_U_43', '038_D_05', '038_D_06', '101_U_30', '101_U_31', '101_D_01', '101_D_02', '103_D_03', '106_U_34', '106_U_35', '106_D_04', '106_D_05', '108_D_03']",8,下行,2,118.029482,37.376375,True,"['008_D_03', '008_D_04', '008_D_05', '008_D_06', '008_D_07', '008_D_08', '008_D_09', '008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_03,东狮家具城,"['001_U_32', '001_U_33', '001_U_34', '001_D_01', '004_U_32', '004_U_33', '004_D_02', '006_U_41', '006_U_42', '006_U_43', '006_D_03', '006_D_04', '008_U_40', '008_U_41', '008_U_42', '008_D_04', '011_U_28', '011_U_29', '011_D_13', '013_U_35', '013_U_36', '013_U_37', '013_D_02', '013_D_03', '014_U_44', '014_U_45', '014_D_02', '015_U_53', '015_U_54', '015_U_55', '015_D_02', '015_D_03', '016_D_03', '016_D_04', '019_U_47', '019_U_48', '019_U_49', '019_D_02', '019_D_03', '020_U_29', '020_U_30', '020_U_31', '020_D_01', '021_U_41', '021_U_42', '021_U_43', '021_D_02', '021_D_03', '024_U_31', '024_U_32', '024_D_03', '025_U_46', '025_D_01', '028_U_35', '028_U_36', '028_U_37', '028_D_03', '028_D_04', '030_U_45', '030_U_46', '030_D_01', '030_D_02', '030_D_03', '033_U_22', '033_U_23', '033_D_03', '036_U_27', '036_U_28', '036_D_06', '036_D_07', '037_U_38', '037_U_39', '037_U_40', '037_D_08', '037_D_09', '038_U_40', '038_U_41', '038_U_42', '038_D_07', '038_D_08', '101_U_30', '101_U_31', '101_D_01', '102_U_33', '102_U_34', '102_U_35', '102_D_08', '102_D_09', '102_D_10', '108_U_36', '108_U_37', '108_D_01', '108_D_02', '108_D_03']",8,下行,3,118.029028,37.380432,True,"['008_D_04', '008_D_05', '008_D_06', '008_D_07', '008_D_08', '008_D_09', '008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_04,第一加油站,"['001_U_32', '001_U_33', '001_D_08', '001_D_09', '006_U_41', '006_U_42', '006_D_03', '006_D_04', '008_U_40', '008_U_41', '008_D_03', '008_D_05', '013_U_35', '013_U_36', '013_D_02', '013_D_03', '013_D_04', '014_U_39', '014_D_07', '014_D_08', '015_U_53', '015_U_54', '015_D_02', '015_D_03', '015_D_04', '016_D_03', '016_D_04', '016_D_05', '019_U_47', '019_U_48', '019_D_02', '019_D_03', '019_D_04', '020_U_28', '020_U_29', '020_U_30', '020_D_08', '020_D_09', '021_U_41', '021_U_42', '021_D_02', '021_D_03', '021_D_04', '028_U_35', '028_U_36', '028_D_03', '028_D_04', '030_D_02', '030_D_03', '036_U_27', '036_U_28', '036_D_06', '036_D_07', '037_U_38', '037_U_39', '037_D_08', '037_D_09', '037_D_10', '038_U_40', '038_U_41', '038_D_07', '038_D_08', '038_D_09', '102_U_34', '102_U_35', '102_D_08', '102_D_09', '108_U_37', '108_D_01', '108_D_02', '111_U_19', '111_U_20', '111_D_16', '111_D_17']",8,下行,4,118.028726,37.384413,True,"['008_D_05', '008_D_06', '008_D_07', '008_D_08', '008_D_09', '008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_05,海得汽配城,"['001_U_31', '001_U_32', '001_D_08', '001_D_09', '008_U_39', '008_U_40', '008_D_04', '013_U_34', '013_U_35', '013_D_03', '013_D_04', '014_U_38', '014_U_39', '014_D_07', '014_D_08', '015_U_52', '015_U_53', '015_D_03', '015_D_04', '019_U_46', '019_U_47', '019_D_03', '019_D_04', '020_U_28', '020_U_29', '020_D_08', '020_D_09', '021_U_40', '021_U_41', '021_D_03', '021_D_04', '023_U_28', '023_D_08', '037_U_37', '037_U_38', '037_D_09', '037_D_10', '038_U_39', '038_U_40', '038_D_08', '038_D_09', '111_U_19', '111_U_20', '111_D_16', '111_D_17']",8,下行,5,118.028577,37.387147,True,"['008_D_06', '008_D_07', '008_D_08', '008_D_09', '008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_06,一建公司,"['001_U_30', '001_U_31', '001_D_10', '004_U_25', '004_D_09', '008_U_38', '008_U_39', '013_U_33', '013_U_34', '013_D_05', '014_U_37', '014_U_38', '014_D_09', '015_U_51', '015_U_52', '015_D_05', '019_U_45', '019_U_46', '019_D_05', '021_U_39', '021_U_40', '021_D_05', '023_U_25', '023_U_26', '023_U_27', '023_D_09', '023_D_10', '023_D_11', '037_U_36', '037_U_37', '037_D_11', '038_U_38', '038_U_39', '038_D_10', '107_U_33', '107_D_09']",8,下行,6,118.027871,37.392086,True,"['008_D_07', '008_D_08', '008_D_09', '008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_07,沪滨医院,"['001_U_29', '001_D_11', '004_U_24', '004_U_25', '004_D_09', '004_D_10', '008_U_37', '013_U_32', '013_D_06', '014_U_36', '014_D_10', '015_U_50', '015_D_06', '019_U_44', '019_D_06', '021_U_38', '021_D_06', '023_U_26', '023_D_10', '037_U_35', '037_D_12', '038_U_37', '038_D_11', '107_U_32', '107_D_10']",8,下行,7,118.024177,37.397007,True,"['008_D_08', '008_D_09', '008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_08,华海白癜风医院,"['001_U_27', '001_U_28', '001_D_12', '004_U_22', '004_U_23', '004_D_11', '005_U_56', '005_U_57', '008_U_35', '008_U_36', '013_U_30', '013_U_31', '013_D_07', '014_U_34', '014_U_35', '014_D_11', '015_U_48', '015_U_49', '015_D_07', '019_U_42', '019_U_43', '019_D_07', '021_U_36', '021_U_37', '021_D_07', '037_U_33', '037_U_34', '037_D_13', '038_U_35', '038_U_36', '038_D_12', '107_U_30', '107_U_31', '107_D_11']",8,下行,8,118.024484,37.40202,True,"['008_D_09', '008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_09,桃李幸福家园,"['001_U_27', '001_D_13', '004_U_22', '004_D_12', '005_U_56', '005_U_57', '005_D_17', '008_U_35', '012_U_12', '013_U_30', '013_D_08', '014_U_34', '014_D_12', '015_U_48', '015_D_08', '018_D_09', '019_U_42', '019_D_08', '021_U_36', '021_D_08', '037_U_33', '037_D_14', '038_U_35', '038_D_13', '107_U_30', '107_D_12', '107_D_13']",8,下行,9,118.02317,37.405925,True,"['008_D_10', '008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_10,兴滨小区,"['001_U_25', '001_U_26', '001_D_14', '001_D_15', '004_U_20', '004_U_21', '004_D_13', '004_D_14', '005_U_54', '005_U_55', '005_D_18', '005_D_19', '008_U_33', '008_U_34', '008_D_11', '012_U_10', '012_U_11', '012_D_23', '012_D_24', '013_U_28', '013_U_29', '013_D_09', '013_D_10', '014_U_32', '014_U_33', '014_D_13', '014_D_14', '015_U_46', '015_U_47', '015_D_09', '015_D_10', '019_U_40', '019_U_41', '019_D_09', '019_D_10', '021_U_34', '021_U_35', '021_D_09', '021_D_10', '037_U_31', '037_U_32', '037_D_15', '037_D_16', '038_U_33', '038_U_34', '038_D_14', '038_D_15', '105_U_30', '105_U_31', '105_D_14', '105_D_15', '113_U_29', '113_U_30', '113_D_10']",8,下行,10,118.020663,37.413237,True,"['008_D_11', '008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
008_D_11,建翔小区,"['001_U_25', '001_U_26', '001_D_14', '001_D_15', '004_U_19', '004_U_20', '004_U_21', '004_D_13', '004_D_14', '004_D_15', '005_U_54', '005_U_55', '005_D_18', '005_D_19', '008_U_33', '008_U_34', '008_D_10', '012_U_09', '012_U_10', '012_U_11', '012_D_23', '012_D_24', '012_D_25', '013_U_27', '013_U_28', '013_U_29', '013_D_09', '013_D_10', '013_D_11', '014_U_32', '014_U_33', '014_D_13', '014_D_14', '015_U_46', '015_U_47', '015_D_09', '015_D_10', '019_U_40', '019_U_41', '019_D_09', '019_D_10', '021_U_34', '021_U_35', '021_D_09', '021_D_10', '037_U_31', '037_U_32', '037_D_15', '037_D_16', '038_U_33', '038_U_34', '038_D_14', '038_D_15', '105_U_30', '105_U_31', '105_D_14', '105_D_15']",8,下行,11,118.019683,37.416075,True,"['008_D_12', '008_D_13', '008_D_14', '008_D_15', '008_D_16', '008_D_17', '008_D_18', '008_D_19', '008_D_20', '008_D_21', '008_D_22', '008_D_23', '008_D_24', '008_D_25', '008_D_26', '008_D_27', '008_D_28', '008_D_29', '008_D_30', '008_D_31', '008_D_32', '008_D_33', '008_D_34', '008_D_35', '008_D_36', '008_D_37', '008_D_38', '008_D_39', '008_D_40', '008_D_41', '008_D_42', '008_D_43', '008_D_44', '008_D_45']"
